                                                                                              19 Dec 2024 12:23:25
Satellite-L2Orbit


BarycenterEarthNoomRx (km)    BarycenterEarthNoomRy (km)    BarycenterEarthNoomRz (km)           Time (UTCG)      
--------------------------    --------------------------    --------------------------    ------------------------
             394918.531000                      0.000000                 -66164.292700     5 Dec 2016 00:00:00.000
             394918.590191                     -4.789339                 -66164.290021     5 Dec 2016 00:01:00.000
             394919.078000                    -46.932732                 -66164.035534     5 Dec 2016 00:09:47.914
             394920.808416                   -329.654160                 -66151.621227     5 Dec 2016 01:08:47.333
             394885.855961                  -1784.455166                 -65793.884898     5 Dec 2016 06:11:58.676
             394756.966692                  -3374.170645                 -64832.338013     5 Dec 2016 11:44:56.877
             394529.162854                  -4908.891668                 -63302.741312     5 Dec 2016 17:11:47.693
             394206.044604                  -6339.635691                 -61275.331968     5 Dec 2016 22:25:42.402
             393797.070077                  -7632.007827                 -58842.680316     6 Dec 2016 03:22:06.229
             393326.109413                  -8742.941784                 -56164.852180     6 Dec 2016 07:52:35.390
             392808.676252                  -9677.359098                 -53336.347151     6 Dec 2016 11:58:08.317
             392256.690429                 -10447.796020                 -50424.149130     6 Dec 2016 15:40:52.958
             391680.191019                 -11067.669343                 -47480.896434     6 Dec 2016 19:02:48.042
             391087.483720                 -11550.674635                 -44547.544962     6 Dec 2016 22:05:43.888
             390485.301363                 -11910.337645                 -41655.462806     7 Dec 2016 00:51:23.122
             389879.001702                 -12159.669894                 -38828.263291     7 Dec 2016 03:21:20.781
             389272.761742                 -12310.943881                 -36083.301972     7 Dec 2016 05:37:04.550
             388669.762512                 -12375.557459                 -33432.911170     7 Dec 2016 07:39:55.046
             388072.365355                 -12363.965398                 -30885.445856     7 Dec 2016 09:31:06.069
             387482.261570                 -12285.663577                 -28446.110089     7 Dec 2016 11:11:45.001
             386900.606736                 -12149.207348                 -26117.650470     7 Dec 2016 12:42:53.174
             386328.126865                 -11962.251533                 -23900.887805     7 Dec 2016 14:05:26.334
             385765.210378                 -11731.603606                 -21795.163187     7 Dec 2016 15:20:15.052
             385211.982882                 -11463.284550                 -19798.695931     7 Dec 2016 16:28:05.133
             384668.363255                 -11162.590003                 -17908.857258     7 Dec 2016 17:29:38.038
             384134.116809                 -10834.156214                 -16122.421390     7 Dec 2016 18:25:31.218
             383608.887613                 -10482.018365                 -14435.733427     7 Dec 2016 19:16:18.502
             383092.222714                 -10109.664515                 -12844.845344     7 Dec 2016 20:02:30.446
             382583.600186                  -9720.093001                 -11345.656688     7 Dec 2016 20:44:34.598
             382082.443518                  -9315.860732                  -9934.003918     7 Dec 2016 21:22:55.792
             381588.126863                  -8899.122562                  -8605.719441     7 Dec 2016 21:57:56.435
             381099.992463                  -8471.679250                  -7356.719142     7 Dec 2016 22:29:56.702
             380617.365324                  -8035.023190                  -6183.070309     7 Dec 2016 22:59:14.729
             380139.555496                  -7590.371684                  -5081.019792     7 Dec 2016 23:26:06.834
             379665.878528                  -7138.715155                  -4047.057521     7 Dec 2016 23:50:47.656
             379195.691221                  -6680.879876                  -3077.993772     8 Dec 2016 00:13:30.254
             378728.432624                  -6217.596659                  -2171.019176     8 Dec 2016 00:34:26.211
             378263.685275                  -5749.589620                  -1323.771016     8 Dec 2016 00:53:45.706
             377801.253697                  -5277.682475                   -534.386452     8 Dec 2016 01:11:37.576
             377341.279703                  -4802.943057                    198.437917     8 Dec 2016 01:28:09.332
             376884.264925                  -4326.730201                    875.589262     8 Dec 2016 01:43:27.399
             376431.048231                  -3850.686382                   1497.744683     8 Dec 2016 01:57:37.385
             375982.574316                  -3376.502057                   2065.802931     8 Dec 2016 02:10:44.623
             375545.552256                  -2911.943485                   2574.601278     8 Dec 2016 02:22:45.101
             375120.746525                  -2458.444050                   3027.575786     8 Dec 2016 02:33:45.622
             374704.248758                  -2012.322981                   3432.571571     8 Dec 2016 02:43:58.984
             374293.055116                  -1570.735695                   3795.075496     8 Dec 2016 02:53:34.805
             373884.977481                  -1131.625717                   4118.795395     8 Dec 2016 03:02:40.339
             373478.623644                   -693.733701                   4406.092090     8 Dec 2016 03:11:21.000
             373073.477866                   -256.703185                   4658.306718     8 Dec 2016 03:19:40.631
             372669.916172                    178.891913                   4876.134363     8 Dec 2016 03:27:41.765
             372268.994163                    611.771536                   5060.077124     8 Dec 2016 03:35:26.052
             371871.925814                   1040.511329                   5210.879359     8 Dec 2016 03:42:54.912
             371479.353638                   1464.330563                   5329.760721     8 Dec 2016 03:50:10.300
             371091.016073                   1883.449380                   5418.244997     8 Dec 2016 03:57:14.976
             370705.865217                   2298.957040                   5477.809204     8 Dec 2016 04:04:12.327
             370322.150248                   2712.717013                   5509.607454     8 Dec 2016 04:11:06.299
             369937.765927                   3126.986972                   5514.248466     8 Dec 2016 04:18:01.096
             369550.404929                   3544.252414                   5491.702780     8 Dec 2016 04:25:01.123
             369157.636566                   3967.141310                   5441.253818     8 Dec 2016 04:32:11.022
             368757.010065                   4398.314985                   5361.475895     8 Dec 2016 04:39:35.690
             368346.204530                   4840.310473                   5250.257093     8 Dec 2016 04:47:20.248
             367923.374158                   5295.175715                   5104.948922     8 Dec 2016 04:55:29.772
             367517.636336                   5731.674785                   4936.325349     8 Dec 2016 05:03:32.526
             367126.975984                   6152.066298                   4747.115738     8 Dec 2016 05:11:31.371
             366745.963651                   6562.280461                   4537.315515     8 Dec 2016 05:19:33.467
             366370.775917                   6966.525513                   4306.417039     8 Dec 2016 05:27:44.466
             365998.689958                   7367.836124                   4053.645663     8 Dec 2016 05:36:09.038
             365627.596966                   7768.600956                   3777.965707     8 Dec 2016 05:44:51.437
             365255.811244                   8170.771943                   3478.125298     8 Dec 2016 05:53:55.731
             364881.955428                   8575.991439                   3152.685692     8 Dec 2016 06:03:25.952
             364504.890906                   8985.671454                   2800.044065     8 Dec 2016 06:13:26.198
             364123.609414                   9401.115397                   2418.385535     8 Dec 2016 06:24:00.818
             363736.767078                   9824.033969                   2005.195377     8 Dec 2016 06:35:15.279
             363342.042817                  10257.267269                   1556.367564     8 Dec 2016 06:47:17.615
             362939.085293                  10701.567232                   1069.482290     8 Dec 2016 07:00:13.232
             362527.666935                  11157.612426                    542.036233     8 Dec 2016 07:14:07.947
             362107.726868                  11625.966928                    -28.480521     8 Dec 2016 07:29:07.929
             361679.358379                  12107.099558                   -644.568682     8 Dec 2016 07:45:19.736
             361242.888592                  12601.298263                  -1308.563656     8 Dec 2016 08:02:50.126
             360798.822134                  13108.734415                  -2022.659207     8 Dec 2016 08:21:46.143
             360347.835574                  13629.469330                  -2788.865461     8 Dec 2016 08:42:15.090
             359890.713406                  14163.527047                  -3609.071251     8 Dec 2016 09:04:24.662
             359428.346738                  14710.895501                  -4485.015866     8 Dec 2016 09:28:22.932
             358961.665772                  15271.605739                  -5418.392839     8 Dec 2016 09:54:18.554
             358491.624929                  15845.751822                  -6410.879760     8 Dec 2016 10:22:20.858
             358019.189926                  16433.509998                  -7464.173177     8 Dec 2016 10:52:39.967
             357545.321998                  17035.163078                  -8580.040169     8 Dec 2016 11:25:26.962
             357070.992322                  17651.088364                  -9760.306612     8 Dec 2016 12:00:53.959
             356598.258671                  18280.311364                 -11003.961806     8 Dec 2016 12:39:08.817
             356129.868201                  18920.854437                 -12307.463883     8 Dec 2016 13:20:15.156
             355666.657008                  19573.265067                 -13671.941948     8 Dec 2016 14:04:25.911
             355209.601198                  20237.957071                 -15098.125180     8 Dec 2016 14:51:54.338
             354759.713691                  20915.331105                 -16586.556727     8 Dec 2016 15:42:54.506
             354318.043494                  21605.754752                 -18137.527329     8 Dec 2016 16:37:41.280
             353885.671628                  22309.540191                 -19750.997139     8 Dec 2016 17:36:30.281
             353463.692596                  23026.937403                 -21426.547915     8 Dec 2016 18:39:37.916
             353053.205206                  23758.104461                 -23163.278497     8 Dec 2016 19:47:21.290
             352655.287726                  24503.095277                 -24959.733877     8 Dec 2016 20:59:58.195
             352270.975837                  25261.833365                 -26813.796750     8 Dec 2016 22:17:47.017
             351901.234970                  26034.085336                 -28722.570023     8 Dec 2016 23:41:06.617
             351546.925682                  26819.437384                 -30682.258800     9 Dec 2016 01:10:16.205
             351208.765916                  27617.268157                 -32688.034684     9 Dec 2016 02:45:35.158
             350887.289802                  28426.718924                 -34733.883000     9 Dec 2016 04:27:22.768
             350582.802425                  29246.663602                 -36812.438816     9 Dec 2016 06:15:57.916
             350295.331014                  30075.680815                 -38914.817081     9 Dec 2016 08:11:38.662
             350024.572478                  30912.033962                 -41030.454079     9 Dec 2016 10:14:41.776
             349769.844385                  31753.646298                 -43146.929277     9 Dec 2016 12:25:22.059
             349530.039380                  32598.077307                 -45249.792192     9 Dec 2016 14:43:51.441
             349303.582448                  33442.518912                 -47322.451913     9 Dec 2016 17:10:17.968
             349088.405494                  34283.783116                 -49346.079084     9 Dec 2016 19:44:44.335
             348881.943583                  35118.291417                 -51299.580709     9 Dec 2016 22:27:05.928
             348681.163720                  35942.069354                 -53159.709764    10 Dec 2016 01:17:08.282
             348482.657908                  36750.685275                 -54901.257527    10 Dec 2016 04:14:22.997
             348282.826970                  37539.133233                 -56497.495322    10 Dec 2016 07:18:01.659
             348078.231499                  38301.542127                 -57920.896656    10 Dec 2016 10:26:45.489
             347866.257424                  39030.492476                 -59144.283346    10 Dec 2016 13:38:26.067
             347646.593501                  39714.952891                 -60142.056611    10 Dec 2016 16:49:17.861
             347487.687289                  40165.935460                 -60703.934309    10 Dec 2016 19:01:14.254
             347322.281304                  40598.645201                 -61160.136356    10 Dec 2016 21:12:42.674
             347073.721112                  41185.651316                 -61629.540804    11 Dec 2016 00:19:04.095
             346776.099971                  41803.279766                 -61906.464838    11 Dec 2016 03:45:31.540
             346422.230592                  42440.463723                 -61916.014622    11 Dec 2016 07:30:01.576
             346009.855407                  43080.609518                 -61592.456118    11 Dec 2016 11:27:23.342
             345539.271230                  43711.131603                 -60893.516610    11 Dec 2016 15:32:19.510
             345015.644309                  44321.851155                 -59806.382541    11 Dec 2016 19:39:04.368
             344448.819371                  44905.831815                 -58348.718877    11 Dec 2016 23:42:09.521
             343851.418123                  45459.952991                 -56560.677465    12 Dec 2016 03:37:15.927
             343236.959592                  45984.161108                 -54493.658257    12 Dec 2016 07:21:29.953
             342618.767164                  46480.131266                 -52201.767115    12 Dec 2016 10:53:09.869
             342009.333182                  46950.268946                 -49736.614384    12 Dec 2016 14:11:26.922
             341420.070076                  47397.071837                 -47145.116276    12 Dec 2016 17:16:07.036
             340872.075529                  47814.470304                 -44523.314111    12 Dec 2016 20:03:59.013
             340373.312452                  48204.309054                 -41918.179476    12 Dec 2016 22:35:40.702
             339926.664682                  48570.214185                 -39353.944096    13 Dec 2016 00:52:47.271
             339533.574994                  48915.286043                 -36847.911297    13 Dec 2016 02:56:46.764
             339194.412230                  49242.186253                 -34412.447676    13 Dec 2016 04:48:58.460
             338908.686746                  49553.259737                 -32056.078495    13 Dec 2016 06:30:33.665
             338675.239975                  49850.616287                 -29784.333531    13 Dec 2016 08:02:36.509
             338492.409742                  50136.184993                 -27600.396073    13 Dec 2016 09:26:04.709
             338358.177352                  50411.744722                 -25505.656034    13 Dec 2016 10:41:50.155
             338270.288406                  50678.949484                 -23500.102363    13 Dec 2016 11:50:39.552
             338226.357336                  50939.342124                 -21582.670793    13 Dec 2016 12:53:14.907
             338223.952430                  51194.369212                 -19751.488319    13 Dec 2016 13:50:14.038
             338260.666715                  51445.390460                 -18004.094599    13 Dec 2016 14:42:10.973
             338334.175340                  51693.691759                 -16337.593828    13 Dec 2016 15:29:36.359
             338442.283942                  51940.500081                 -14748.770294    13 Dec 2016 16:12:57.832
             338582.966568                  52186.993676                 -13234.215222    13 Dec 2016 16:52:40.290
             338754.399015                  52434.320890                 -11790.389288    13 Dec 2016 17:29:06.210
             338954.994906                  52683.626939                 -10413.640768    13 Dec 2016 18:02:35.972
             339183.421734                  52936.060304                  -9100.345223    13 Dec 2016 18:33:27.961
             339438.640039                  53192.813535                  -7846.857751    13 Dec 2016 19:01:58.914
             339719.928112                  53455.146595                  -6649.585371    13 Dec 2016 19:28:24.061
             340026.895207                  53724.405692                  -5505.084390    13 Dec 2016 19:52:57.226
             340359.501403                  54002.053256                  -4410.108963    13 Dec 2016 20:15:50.989
             340670.594522                  54252.172932                  -3493.686736    13 Dec 2016 20:34:36.388
             341022.637808                  54527.088120                  -2558.303170    13 Dec 2016 20:53:24.888
             341381.729670                  54800.983716                  -1696.435556    13 Dec 2016 21:10:29.463
             341745.099635                  55073.283266                   -904.116122    13 Dec 2016 21:26:01.380
             342113.116293                  55345.502220                   -171.793293    13 Dec 2016 21:40:17.177
             342486.521842                  55619.163361                    508.505523    13 Dec 2016 21:53:30.445
             342866.166747                  55895.678783                   1143.105512    13 Dec 2016 22:05:52.126
             343253.058023                  56176.443875                   1737.145640    13 Dec 2016 22:17:31.326
             343648.333040                  56462.860513                   2294.774655    13 Dec 2016 22:28:35.748
             344053.175966                  56756.309162                   2819.216038    13 Dec 2016 22:39:11.923
             344468.738601                  57058.116344                   3312.835186    13 Dec 2016 22:49:25.402
             344896.052798                  57369.509639                   3777.199150    13 Dec 2016 22:59:20.900
             345335.493560                  57691.235927                   4212.722946    13 Dec 2016 23:09:01.834
             345786.511926                  58023.359520                   4618.800294    13 Dec 2016 23:18:30.322
             346247.447466                  58365.101410                   4994.075445    13 Dec 2016 23:27:47.242
             346715.878277                  58715.065082                   5337.117979    13 Dec 2016 23:36:52.828
             347189.649845                  59071.980813                   5647.294840    13 Dec 2016 23:45:47.831
             347667.532966                  59435.207085                   5924.960769    13 Dec 2016 23:54:34.059
             348149.891892                  59805.272755                   6171.408567    14 Dec 2016 00:03:14.905
             348638.402947                  60183.717284                   6388.218063    14 Dec 2016 00:11:54.918
             349135.672215                  60572.845512                   6576.739897    14 Dec 2016 00:20:39.412
             349645.224560                  60975.764160                   6737.856910    14 Dec 2016 00:29:34.559
             350171.640098                  61396.540034                   6871.785350    14 Dec 2016 00:38:47.692
             350720.916995                  61840.554579                   6977.853017    14 Dec 2016 00:48:27.914
             351279.935579                  62297.694341                   7051.991514    14 Dec 2016 00:58:24.371
             351836.577765                  62758.174419                   7093.298438    14 Dec 2016 01:08:26.801
             352388.625346                  63220.059499                   7103.437824    14 Dec 2016 01:18:34.961
             352937.185464                  63684.140865                   7084.186295    14 Dec 2016 01:28:51.939
             353484.578608                  64152.277690                   7036.807659    14 Dec 2016 01:39:22.118
             354033.449570                  64626.680214                   6961.940218    14 Dec 2016 01:50:10.366
             354586.404490                  65109.604256                   6859.644119    14 Dec 2016 02:01:21.737
             355145.849148                  65603.203429                   6729.492175    14 Dec 2016 02:13:01.353
             355714.070792                  66109.590805                   6570.620922    14 Dec 2016 02:25:14.560
             356293.284222                  66630.871503                   6381.761848    14 Dec 2016 02:38:07.047
             356885.648002                  67169.149642                   6161.265450    14 Dec 2016 02:51:44.932
             357493.218077                  67726.476957                   5907.144330    14 Dec 2016 03:06:14.761
             358118.200999                  68305.076112                   5616.980558    14 Dec 2016 03:21:43.946
             358762.708997                  68907.106934                   5288.027468    14 Dec 2016 03:38:20.509
             359428.917253                  69534.798314                   4917.145900    14 Dec 2016 03:56:13.405
             360119.040021                  70190.411013                   4500.811252    14 Dec 2016 04:15:32.600
             360839.409270                  70880.137336                   4032.365622    14 Dec 2016 04:36:36.505
             361592.237095                  71606.240983                   3506.992230    14 Dec 2016 04:59:38.346
             362379.753991                  72370.901093                   2919.523064    14 Dec 2016 05:24:52.825
             363203.716657                  73175.682378                   2264.867408    14 Dec 2016 05:52:35.234
             364044.353707                  74000.757922                   1556.425286    14 Dec 2016 06:22:15.617
             364902.382553                  74845.972577                    792.850490    14 Dec 2016 06:54:02.826
             365779.852252                  75712.310005                    -28.421353    14 Dec 2016 07:28:09.224
             366678.898494                  76600.640552                   -910.183512    14 Dec 2016 08:04:48.301
             367601.662990                  77511.595949                  -1855.335160    14 Dec 2016 08:44:14.518
             368550.391189                  78445.614245                  -2866.922573    14 Dec 2016 09:26:43.565
             369527.447251                  79402.895797                  -3948.101187    14 Dec 2016 10:12:32.430
             370479.891522                  80329.644824                  -5037.649160    14 Dec 2016 10:59:12.797
             371312.399094                  81133.021703                  -6016.517103    14 Dec 2016 11:41:37.661
             372230.369692                  82010.096998                  -7122.113051    14 Dec 2016 12:30:07.826
             373275.146010                  82995.099163                  -8410.660022    14 Dec 2016 13:27:30.883
             374413.994808                  84050.075860                  -9847.467974    14 Dec 2016 14:32:39.330
             375600.789045                  85125.587833                 -11375.212581    14 Dec 2016 15:43:19.723
             376837.089505                  86216.666291                 -12993.657775    14 Dec 2016 16:59:51.784
             378127.628908                  87320.149138                 -14705.695097    14 Dec 2016 18:22:46.553
             379477.623706                  88431.991712                 -16513.796717    14 Dec 2016 19:52:37.170
             380892.914621                  89547.192232                 -18419.980926    14 Dec 2016 21:29:59.175
             382380.053415                  90659.642979                 -20425.680472    14 Dec 2016 23:15:30.571
             383946.464444                  91762.006282                 -22531.680297    15 Dec 2016 01:09:52.156
             385600.387278                  92845.405433                 -24737.728236    15 Dec 2016 03:13:46.835
             387351.197962                  93899.353432                 -27042.623208    15 Dec 2016 05:28:00.515
             389209.318119                  94911.370470                 -29443.724029    15 Dec 2016 07:53:21.104
             391186.378500                  95866.756916                 -31936.783598    15 Dec 2016 10:30:38.557
             393295.235022                  96748.264660                 -34515.590480    15 Dec 2016 13:20:44.190
             395550.144314                  97535.829282                 -37171.826323    15 Dec 2016 16:24:30.739
             397984.137833                  98210.383349                 -39913.834725    15 Dec 2016 19:44:17.380
             400623.585511                  98742.676132                 -42734.697576    15 Dec 2016 23:21:44.126
             403493.785631                  99096.126594                 -45619.243525    16 Dec 2016 03:18:16.383
             406622.855503                  99227.301271                 -48548.087630    16 Dec 2016 07:35:22.818
             410041.684993                  99084.805857                 -51497.114539    16 Dec 2016 12:14:34.421
             413783.481505                  98608.099632                 -54436.866117    16 Dec 2016 17:17:22.220
             417883.299228                  97726.264852                 -57332.329863    16 Dec 2016 22:45:15.975
             422376.937763                  96356.797952                 -60142.755088    17 Dec 2016 04:39:41.322
             427295.840115                  94406.100544                 -62820.073308    17 Dec 2016 11:01:40.422
             432606.502911                  91801.778230                 -65286.112137    17 Dec 2016 17:47:24.440
             438321.821599                  88450.213842                 -67497.266315    18 Dec 2016 00:57:03.355
             444441.630682                  84254.183155                 -69409.566722    18 Dec 2016 08:30:13.995
             450946.890213                  79119.194195                 -70981.121554    18 Dec 2016 16:25:46.034
             457802.207473                  72955.043982                 -72176.831765    19 Dec 2016 00:42:04.343
             464935.198016                  65700.592292                 -72968.844948    19 Dec 2016 09:15:48.082
             472241.880759                  57333.850573                 -73343.705393    19 Dec 2016 18:02:17.622
             479573.960184                  47907.355299                 -73306.650477    20 Dec 2016 02:54:30.001
             486693.001840                  37654.035326                 -72892.141757    20 Dec 2016 11:39:04.109
             493093.919877                  27377.609837                 -72205.001803    20 Dec 2016 19:41:23.972
             499364.501414                  16174.698285                 -71236.239349    21 Dec 2016 03:48:20.901
